

央视直播台,#genre#
龙华经典,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华偶像,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华日韩,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华戏剧,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
TVB无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
耀才财经频道,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
Astr剧集,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
HKC+台,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
美食星球,https://smart.pendy.dpdns.org/Smart.php?id=foodplanet_twn
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
国兴卫视,http://live4play.uk/livehttpplay?channel_id=20164
国兴卫视,http://154.218.13.88:3328/proxy/?upstream=http://108.181.20.197/livehttpplay?channel_id=20164

国际直播台,#genre#
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/01.m3u8
伊朗新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
FTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8


少儿直播台,#genre#
优漫卡通,http://58.221.214.82:9901/tsfile/live/0008_2.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://112.123.216.140:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,https://stream1.freetv.fun/9f120845043130d2f249edcd09bb0a6de8d10054063288989272dfa7879b9228.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=
哈哈炫动,http://222.169.41.80:9901/tsfile/live/1006_1.m3u8
青春动漫,http://wouu.net:9977/udp/239.93.0.146:5140
金鹰卡通,http://111.43.126.240:9003/hls/73/index.m3u8
嘉佳卡通,http://goo.bkpcp.top/mg/jjkt
嘉佳卡通,http://sport.pendy.dpdns.org/migu/614952364?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
海绵宝宝,http://zzy789.xyz/douyu1.php?id=3949681
海绵宝宝,http://zzy789.xyz/douyu1.php?id=1569773
名侦探柯南,http://www.douzhicloud.site:35455/huya/30080236
喜羊羊与灰太狼,http://www.douzhicloud.site:35455/huya/23865080
动漫秀场,http://183.237.95.108:9901/tsfile/live/1104_1.m3u8?key=txiptv&playlive=0&authid=0
动漫解说,http://61.133.118.228:5001/douyu/9548279
猫和老鼠,http://www.douzhicloud.site:35455/huya/11352879
猫和老鼠,https://live.iill.top/huya/11352879
七龙珠,https://live.iill.top/huya/11601966
黑莓动画,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226935/1.m3u8?
黑莓动画,http://111.43.126.240:9003/hls/100/index.m3u8
3ABN kids,https://3abn.bozztv.com/3abn2/Kids_live/smil:Kids_live.smil/playlist.m3u8
Japanim,https://foxkidstv.be:3369/stream/play.m3u8
Xilan,https://xilam-animation-1-fr.samsung.wurl.tv/playlist.m3u8
Fanpop,https://streaming-cl.sh1ny.space/memfs/e16d2f72-70b5-4bf5-b9c5-107b6390a10f.m3u8
东森幼儿,http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d
中央学生,http://sport.pendy.dpdns.org/migu/708869532?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CCTV14少儿,http://sport.pendy.dpdns.org/migu/629942219?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
漳浦,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
动画电影放映厅,http://www.douzhicloud.site:35455/huya/11352878
开心锤锤动漫,http://www.douzhicloud.site:35455/douyu/9018297
搞笑动漫大本营,http://www.douzhicloud.site:35455/douyu/9650181
动漫轮播1台,http://www.douzhicloud.site:35455/huya/23829543
动漫轮播2台,http://www.douzhicloud.site:35455/huya/30649359
动漫轮播3台,http://www.douzhicloud.site:35455/huya/11352974

体育直播台,#genre#
精品体育,http://111.43.126.240:9003/hls/89/index.m3u8
精品体育,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226328/1.m3u8?
睛彩竞技,http://39.134.65.106/PLTV/88888888/224/3221225897/1.m3u8?
CCTV5体育,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226348/1.m3u8?
CCTV5体育,http://39.134.65.106/PLTV/88888888/224/3221225635/1.m3u8?
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-2.m3u8
五星体育,https://stream1.freetv.fun/ipv6-wu-xing-ti-yu-2.m3u8
五星体育,http://180.165.27.97:7088/rtp/239.45.3.210:5140
劲爆体育,http://119.32.12.17:2901/udp/224.1.100.129:11111
劲爆体育,http://183.237.95.108:9901/tsfile/live/1074_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://119.32.12.17:2901/udp/224.1.100.34:11111
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-5.m3u8
纬来体育,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv
纬来体育,rtmp://60.248.77.83/sat/tv721
CCTV风云足球,http://222.173.108.238:352/tsfile/live/0119_1.m3u8
WWE,https://d2p372oxiwmcn1.cloudfront.net/hls/1080p/playlist.m3u8
迪拜体育,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8
NBA,http://170.yfvodcdn.com:19980/live/nbaTV2/hls.m3u8
NBA经典,http://sport.pendy.dpdns.org/migu/788815380?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
只老师谈NBA,http://www.douzhicloud.site:35455/douyu/9367541
ESPN,http://38.96.178.201:80/live/ESPNHD/index.m3u8
爱尔达体育2台,http://50.7.234.10:8278/eltasport2_twn/playlist.m3u8?tid=MB2B3966739039667390&ct=19249&tsum=20bdbd3a22909e8d89aabe7a923c8c5b
五大联赛经典,http://sport.pendy.dpdns.org/migu/780288994?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
Sports,http://sport.pendy.dpdns.org/migu/654102378?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA

电影直播台,#genre#
周星驰专场,https://live.iill.top/huya/11342412
李连杰专场,https://live.iill.top/huya/11342390
李连杰专场,http://cfss.cc/cdn/hy/11342390.flv
刘德华专场,https://live.iill.top/huya/11342424
林正英专场,http://zzy789.xyz/douyu1.php?id=7356023
甄子丹专场,https://live.iill.top/huya/11352935
甄子丹专场,http://cfss.cc/cdn/hy/11352935.flv
沈腾专场,http://www.douzhicloud.site:35455/huya/11601968
周润发专场,http://cfss.cc/cdn/hy/11342387.flv
成龙专场,http://cfss.cc/cdn/hy/11342386.flv
古天乐专场,http://www.douzhicloud.site:35455/huya/29982675
CHC家庭影院,http://sport.pendy.dpdns.org/migu/644368373?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CHC动作电影,http://119.32.12.17:2901/udp/224.1.100.131:11111
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-8.ctv
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-2.ctv
CHC影迷电影,http://sport.pendy.dpdns.org/migu/952383261?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
1905电影台,https://tv.666150.xyz/1905.php
1905电影台,http://150.138.77.132:10037/1905电影网.php?id=1905
1905电影台,http://xxwx.yoesun.com/1905dy.php?id1905=1905a
超级电影,http://39.134.65.3/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电影,http://39.134.65.106/PLTV/88888888/224/3221225644/1.m3u8?
经典电影,http://wouu.net:9977/udp/239.93.0.57:9024
重温经典, http://59.188.94.126:35455/bptv/10000100000000050000000003887494.m3u8
黑莓电影,http://39.135.133.138/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226939/1.m3u8?
新片放映厅,http://sport.pendy.dpdns.org/migu/619495952?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
喜剧电影放映厅,http://www.douzhicloud.site:35455/huya/11602031
喜剧电影笑不停,http://www.douzhicloud.site:35455/douyu/10298856
高清大片,http://sport.pendy.dpdns.org/migu/629943678?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
邵氏影院,http://3501776.xyz:35455/douyu/4246519
CZ影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=7e9bddad7c8911626ed1d2c09fc605d9&txTime=18d00acf487
电影轮播1台,https://live.iill.top/huya/11602075
电影轮播2台,https://live.iill.top/huya/21059577
电影轮播3台,https://live.iill.top/huya/21059580
电影轮播4台,http://cdn.jdshipin.com:8880/huya.php?id=11602044
电影轮播5台,https://live.iill.top/huya/21059594
电影轮播6台,https://live.iill.top/huya/11342414
电影轮播7台,https://live.iill.top/huya/21059552
电影轮播8台,https://live.iill.top/huya/11352974
电影轮播9台,https://live.iill.top/huya/21059574
电影轮播10台,https://live.iill.top/huya/21059585
电影轮播11台,https://live.iill.top/huya/11601971
电影轮播12台,http://www.douzhicloud.site:35455/huya/11342421
电影轮播13台,http://www.douzhicloud.site:35455/huya/21059554
电影轮播14台,http://www.douzhicloud.site:35455/huya/11352893
电影轮播15台,http://www.douzhicloud.site:35455/douyu/8443438
电影轮播16台,http://www.douzhicloud.site:35455/huya/21059566



音乐直播台,#genre#
韩国女团现场,http://www.douzhicloud.site:35455/douyu/17732
韩国男团现场,http://zzy789.xyz/douyu1.php?id=85894
华语乐坛最强音,http://sport.pendy.dpdns.org/migu/707671890?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
华语轮播,http://zzy789.xyz/douyu1.php?id=85894
周杰伦MV直播台,http://huanqiuzhibo.cn/manifest/douyu.php?id=122402
周杰伦演唱会轮播1台,http://sport.pendy.dpdns.org/migu/625133682?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
周杰伦演唱会轮播2台,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
周杰伦演唱会轮播3台,http://www.douzhicloud.site:35455/douyu/7537296
韩国音乐现场,http://www.douzhicloud.site:35455/douyu/113158
音乐台长,http://www.douzhicloud.site:35455/douyu/9629943
音乐石榴,http://www.douzhicloud.site:35455/huya/17091681
印度音乐,https://AMChls.wns.live/hls/stream.m3u8
欧美音乐,https://cmc-ono.amagi.tv/playlist1080_p.m3u8
车载DJ串烧点播❶,https://txmov2.a.kwimgs.com/bs3/video-hls/5195465247443616945_hlsb.m3u8
车载DJ串烧点播❷,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154098359410997_hlsb.m3u8
夜店DJ混音点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5238530913892317704_hlsb.m3u8
老歌DJ串烧点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5234027313336778127_hlsb.m3u8
国潮DJ舞曲点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5254856460919464679_hlsb.m3u8
快摇越南鼓点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5246130739648463544_hlsb.m3u8
带劲越南鼓点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5199968844019002757_hlsb.m3u8
蹦迪越南鼓点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5253167611834026799_hlsb.m3u8
40首精选慢摇点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5224175695511900493_hlsb.m3u8
中文DJ舞曲点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5225020119572067546_hlsb.m3u8
DJ舞曲串烧点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5259923016524978973_hlsb.m3u8
热门歌曲DJ点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5232619944545910926_hlsb.m3u8


综艺直播台,#genre#
金牌综艺,http://111.29.9.42:6610/000000001000/1000000004000026167/index.m3u8?channel-id=ystenlive&Contentid=1000000004000026167&livemode=1&stbId=3
金牌综艺,http://39.135.135.28:80/PLTV/88888888/224/3221225525/1.m3u8
超级综艺,http://111.29.9.34:6610/000000001000/1000000001000025771/index.m3u8?channel-id=ystenlive&Contentid=1000000001000025771&livemode=1&stbId=3
超级综艺,http://111.29.9.35:6610/000000001000/1000000004000023658/index.m3u8?channel-id=ystenlive&Contentid=1000000004000023658&livemode=1&stbId=3
欢乐综艺,http://huanqiuzhibo.cn/manifest/douyu.php?id=131977
台湾综艺,http://www.douzhicloud.site:35455/huya/29982606
国内综艺,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=dc9c86&tk=6949f8ce7202


纪录片直播台,#genre#
求索-科学,http://39.134.65.106/PLTV/88888888/224/3221225728/1.m3u8?
求索-动物,http://39.134.65.106/PLTV/88888888/224/3221225730/1.m3u8?
求索-生活,http://39.134.65.106/PLTV/88888888/224/3221225715/1.m3u8?
求索-记录,http://39.134.65.106/PLTV/88888888/224/3221225713/1.m3u8?
行星地球,http://zzy789.xyz/douyu1.php?id=454867
纪录片轮播1台,https://feiyang.wangdu.site/decrypt.php?url=VGxlK0xUdE5HQ0d2enF2OG1md2RKSEhnZ3R5UmtsV3QwRUd6T0RxM0p5M3pUZFhKbVl6ZVgxWTB6dXdCRm1JaQ==
纪录片轮播2台,http://www.douzhicloud.site:35455/douyu/8834003
纪录片轮播3台,http://www.douzhicloud.site:35455/douyu/9663833

解说直播台,#genre#
科学解说,https://feiyang.wangdu.site/decrypt.php?url=VGxlK0xUdE5HQ0d2enF2OG1md2RKSEhnZ3R5UmtsV3QwRUd6T0RxM0p5M09KaERrYmsybWdvYlFQSVJvSVB2dg==
拳击解说,http://www.douzhicloud.site:35455/douyu/9412138
美剧解说,https://feiyang.wangdu.site/decrypt.php?url=UjZ2dmFseHdxT0R1RkQ3QW5ocEk1NjRlWEhSVkVPaGJWYkt3ZXIyVDJ0L1pyL3hmbU8rKzFJYjNYS2haL1R2WQ==
老剧解说,http://www.douzhicloud.site:35455/douyu/9687733
动漫解说,http://www.douzhicloud.site:35455/huya/29982688
NBA解说,http://www.douzhicloud.site:35455/douyu/9367541
篮球之家老李,http://www.douzhicloud.site:35455/douyu/9170147
篮球人物,http://www.douzhicloud.site:35455/douyu/8434598
篮球小人物,http://www.douzhicloud.site:35455/douyu/9184257
篮球巅峰,http://www.douzhicloud.site:35455/huya/30080158
篮球过人技巧,http://www.douzhicloud.site:35455/douyu/9406897
篮球长镜头,http://www.douzhicloud.site:35455/douyu/9399887
烩说篮球C,http://www.douzhicloud.site:35455/douyu/9401305
电影解说,http://www.douzhicloud.site:35455/douyu/9444320
JG电影解说,http://www.douzhicloud.site:35455/douyu/9391277
如来解说,http://www.douzhicloud.site:35455/huya/29856678
屿风解说,http://www.douzhicloud.site:35455/douyu/10329889
微笑影视解说,http://www.douzhicloud.site:35455/douyu/9476790
视角解说,http://www.douzhicloud.site:35455/douyu/8813254
S哥影视解说,http://www.douzhicloud.site:35455/huya/24720260
3说电影,http://www.douzhicloud.site:35455/douyu/9643264
28说电影,http://www.douzhicloud.site:35455/douyu/8884164
77说电影,http://www.douzhicloud.site:35455/douyu/9444320
1900影居室,http://www.douzhicloud.site:35455/douyu/7796193
三七电影,http://www.douzhicloud.site:35455/douyu/9457792
三哥说武侠,http://www.douzhicloud.site:35455/huya/29834817
鬼故事解说,http://www.douzhicloud.site:35455/douyu/9297412
丽姐说电影,http://www.douzhicloud.site:35455/douyu/9437283
九叔说电影,http://www.douzhicloud.site:35455/douyu/9348282
二哈讲电影,http://www.douzhicloud.site:35455/douyu/8778280
享看说电影,http://www.douzhicloud.site:35455/douyu/8974130
亮哥讲电影1,http://www.douzhicloud.site:35455/huya/16144175
亮哥讲电影2,http://www.douzhicloud.site:35455/huya/29982687
伦帝电影说,http://www.douzhicloud.site:35455/douyu/9368091
伯乐说电影,http://www.douzhicloud.site:35455/douyu/9386057
俗哥看电影,http://www.douzhicloud.site:35455/douyu/2161818
刘哗说电影,http://www.douzhicloud.site:35455/douyu/2632223
刘老师说电影,http://www.douzhicloud.site:35455/douyu/8317926
前任说电影,http://www.douzhicloud.site:35455/douyu/9329242
力哥影视,http://www.douzhicloud.site:35455/huya/23419131
博然讲电影,http://www.douzhicloud.site:35455/douyu/9561992
电影最TOP,http://www.douzhicloud.site:35455/douyu/2164691
古枫影视解说,http://www.douzhicloud.site:35455/huya/30297201
可乐撩电影,http://www.douzhicloud.site:35455/huya/16424416
同同说电影,http://www.douzhicloud.site:35455/douyu/10155359
吾聊电影1,http://www.douzhicloud.site:35455/huya/16424416
吾聊电影2,http://www.douzhicloud.site:35455/huya/29982684
周墨看电影,http://www.douzhicloud.site:35455/douyu/9505584
唐司令说电影,http://www.douzhicloud.site:35455/douyu/8774345
喜人电影,http://www.douzhicloud.site:35455/douyu/10348735
喵妹说电影,http://www.douzhicloud.site:35455/douyu/9312432
电视剧解说,http://www.douzhicloud.site:35455/douyu/9487003
一哥爱解说,http://www.douzhicloud.site:35455/huya/28806915
一朵老蘑菇解说,http://www.douzhicloud.site:35455/douyu/10050914
17号说动漫,http://www.douzhicloud.site:35455/douyu/9822277
LOL动画剧情解说,http://www.douzhicloud.site:35455/huya/29982690
PP看动漫,http://www.douzhicloud.site:35455/douyu/9837291
三新动漫,http://www.douzhicloud.site:35455/douyu/9548279
中二日记搞笑动漫,http://www.douzhicloud.site:35455/douyu/9505575
乔我说动漫,http://www.douzhicloud.site:35455/huya/17941367
南南说动漫,http://www.douzhicloud.site:35455/huya/30296754
呆呆的动画,http://www.douzhicloud.site:35455/huya/29837259
圈踢动漫,http://www.douzhicloud.site:35455/douyu/1952680
大兵动画,http://www.douzhicloud.site:35455/douyu/9516137
大魔王动漫解说,http://www.douzhicloud.site:35455/douyu/9963128
小淘气说动漫,http://www.douzhicloud.site:35455/douyu/9527700
杰克说动漫,http://www.douzhicloud.site:35455/huya/19757963
真香动漫解说,http://www.douzhicloud.site:35455/douyu/9391292
皮皮动漫星球,http://www.douzhicloud.site:35455/douyu/8841920
米粒儿说动漫,http://www.douzhicloud.site:35455/douyu/9445279
老P仔说动漫,http://www.douzhicloud.site:35455/huya/26510802
蛋泥动画,http://www.douzhicloud.site:35455/douyu/9312460
蛋黄说动漫,http://www.douzhicloud.site:35455/douyu/9542834
鑫酱盘动漫,http://www.douzhicloud.site:35455/douyu/9547575
雨忆说动漫,http://www.douzhicloud.site:35455/douyu/9568700
集集动漫社,http://www.douzhicloud.site:35455/huya/29832558
DD动漫解说,http://www.douzhicloud.site:35455/huya/25650806
户外冒险解说1,https://live.iill.top/huya/20072663
户外冒险解说2,https://live.iill.top/huya/20985858
贝爷求生解说,http://www.douzhicloud.site:35455/douyu/4332
猫八解说,http://www.douzhicloud.site:35455/douyu/9542831
豆客解说,http://www.douzhicloud.site:35455/douyu/8883122


大杂烩直播台,#genre# 
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
ipanda,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
ipanda,http://sport.pendy.dpdns.org/migu/608933610?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
ipanda,http://sport.pendy.dpdns.org/migu/609169226?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
ipanda,http://sport.pendy.dpdns.org/migu/609169285?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
ERIC,http://www.douzhicloud.site:35455/huya/21059552
Love Nature,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Loupe,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
Fashion,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
小品,http://www.douzhicloud.site:35455/huya/30080153
NewTV哒啵电竞,http://39.134.64.87:6610/PLTV/88888888/224/3221225675/index.m3u8?IASHttpSessionId=
冰冰影剧,http://www.douzhicloud.site:35455/douyu/74374
埋堆堆,http://www.douzhicloud.site:35455/huya/29465856
周星驰吧,http://www.douzhicloud.site:35455/huya/21136378
短剧直播台,http://www.douzhicloud.site:35455/douyu/8475821

周杰伦精选,#genre#
夜曲,https://mpimg.cn/view.php/88611c2e63ad1baa333f2f8557fd2ee6.mp4
傻笑,https://mpimg.cn/view.php/58be576c3335c1ff9cb3f750ffcd7978.mp4
枫,https://mpimg.cn/view.php/080205c2a217a14b5165b9c623c3534f.mp4
园游会,https://mpimg.cn/view.php/e5c9dc13246bace1a8409177f9682899.mp4
浪漫手机,https://mpimg.cn/view.php/9400546ec18be641be93b0adc97d3192.mp4
白色风车,https://mpimg.cn/view.php/46b3bc5c8e8bc998e48a90577b8bb2ac.mp4



急救技能学习,#genre#
人工呼吸法,https://vod.youlai.cn/72de8cf0d9914731ac2fd288728b5e4a/a1a38082a6b948f2b0613cd995721d20-c65de217ed281ce147a07baae3d58939-sd.mp4
婴儿心脏急救法,https://vod.youlai.cn/a2be1cd81e0649478ee37e5d1ff2b9be/b92fe561abf14181959899867bae97c0-99e7a88b8037e53c68b969453e84537a-sd.mp4
儿童心脏骤停法,https://vod.youlai.cn/54ffd34a01e04bf5b646aee765bc0aba/d99caa428ec542479c912699859cf1c4-d0d3fd20a6f674cfe9c9582810ac86e3-sd.mp4
成人心脏骤停急救法,https://vod.youlai.cn/e9f758ed68794b2ab9cdc7dbb6b7cc45/2e477278fa004167a4e5bc595bd60a62-987d9ce98cbb9609e5ac4c09e440a68a-sd.mp4
止血,https://vod.youlai.cn/39bef4b5e26647a0a69ed00c3a8932c5/8caa1d77d1ac45a8915f78adaea91f25-8c989b9c4fc704e73641ec75a3a7c33e-sd.mp4
异物窒息自救法,https://vod.youlai.cn/a9840cc3e7a844f28816462c5e861442/4d0137e859b143d9a5ae70cd4be5f8ef-54fed1bc4ea787acb0383f010b746b9f-sd.mp4
成人异物卡喉急救法,https://vod.youlai.cn/e112f582bc7f48f7ac2061ad9ff77d05/089337f78dbe4376a0edc1ff1e4dc905-5bd95119a07d9e9911ddc7747b8c2b73-sd.mp4
孕妇或肥胖者窒息急救法,https://vod.youlai.cn/e9945800adf4483aa8b99f2ed02f7db9/e82ea3137ed644f4b45515f080acb166-92d583ece133244f04cd62c480c5b8f9-sd.mp4
异物卡喉自救法,https://vod.youlai.cn/7f9c1f2f3e9e4188b512dd4a678575a8/6ab269f753544196946c8db53ac7074a-e4c128779db52824e23331e967838a8b-sd.mp4
儿童异物窒息法,https://vod.youlai.cn/87a1b54899b84ce4b35e0229d7d11ff4/e5d9d41b5a284265b7b32cf30cf5d382-4dd371f26bde71ec0f361811f2d9a823-sd.mp4
肿胀处理方法,https://vod.youlai.cn/8fda9119c9534a4794db6c7a31150735/a401033c210d47e998e5439633b6113b-f2f99832467f424a877a63ca0e59ce44-sd.mp4
仓鼠咬伤处理方法,https://vod.youlai.cn/eeb33864357241ef87c17a56175111d4/4de857208e91439d9d572f063cd0a035-710763a01f7a7cfa8394785e5babf4b8-sd.mp4
岔气处理方法,https://vod.youlai.cn/bdee6ea815b947ceb141b90318f9e340/872f35e1094744aaadd94661d68d8670-6481a06ca8bcb467576a42c975bccb47-sd.mp4
肌肉拉伤处理方法,https://vod.youlai.cn/24f7d92424164ed79f3a5f8fc07b795e/091cc42307174a1e9471afaad7d9ea1c-d9a54d9123e2bc06fec46f276a03d188-sd.mp4
打耳洞红肿处理方法,https://vod.youlai.cn/5e871e5d0a5a40b2afa3fcf43189bf21/ac3f2b3b45dd4431b283b8dd33250527-53e12391161e6916f8f60c718f3ed600-sd.mp4
鞭炮炸伤处理方法,https://vod.youlai.cn/7cbe2aa602e647cfa9854469c98e0253/0ca8b2f345e8451c9b752be5955ee630-f73ce0dfba3961d563d3f83095cb1eb4-sd.mp4
脸部过敏处理方法,https://vod.youlai.cn/f41db2075a4b46868ddf0e6c3f573afe/6f0b72a7c94f43a0b673b7b9a2ba951e-41e07231176e6bad866301574ef39418-sd.mp4
脚扎伤处理方法,https://vod.youlai.cn/076315781c5440b89670e5853d29e4wd8/5698d77ef8844c408a25271da0283b02-ab94c988d8a8edc4922c2fe15aabde0e-sd.mp4
老人跌倒急救法,https://vod.youlai.cn/10e2f18bea574626ba869635ba8a70a1/c10ba0b524024cc38ef5c1f1ed3c14bb-58a4856dfb14c04e833e0f04c768327c-sd.mp4
擦伤处理方法,https://vod.youlai.cn/781932e07d384aa8b1561585b4ff4886/833b9b8c55304805ae060a3a35228cda-a39a84bfbf493ec6b959247c867f836b-sd.mp4
断指急救法,https://vod.youlai.cn/e5444074ddac4b42993e4c53128516cb/d2a91e76830348f0abad2c92e05ffeef-d3194db679534a6111a589c40e34bd02-sd.mp4
腿抽筋处理方法,https://vod.youlai.cn/7f2828acc5f9432881f3833f3c13c7c5/01d1195f0ae04895852098bbf4f00886-18da40cf01b9dbc6b9b5d04d3cca74b9-sd.mp4
脚扭伤处理方法,https://vod.youlai.cn/9ad15caadeba46f39630339787ac3bb6/b912d1569e1643ae92a0bd300942503f-5672574782b93ec8561c4b417d0e676d-sd.mp4
