央视频道,#genre#
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
国会频道2,http://37.27.111.214:8080/live/104/hls.m3u8
镜新闻,http://37.27.111.214:8080/live/62/hls.m3u8
寰宇新闻台湾,http://37.27.111.214:8080/live/63/hls.m3u8
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8
寰宇财经新闻,http://37.27.111.214:8080/live/65/hls.m3u8
中视,rtmp://f13h.mine.nu/sat/tv091
台视,rtmp://f13h.mine.nu/sat/tv071
华视,rtmp://f13h.mine.nu/sat/tv111
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
纬来育乐台,rtmp://f13h.mine.nu/sat/tv701
纬来体育台,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1台,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2台,rtmp://f13h.mine.nu/sat/tv741
中天新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8541/.m3u8
壹新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8548/.m3u8

八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
新聞,#genre#
台視,https://www.youtube.com/watch?v=uDqQo8a7Xmk
台視,rtmp://220.130.201.73/sat/tv071
中視,http://4gtv.mumi.rip:9877/4/4gtv-4gtv040/index.m3u8
中視,rtmp://f13h.mine.nu/sat/tv091
華視,rtmp://f13h.mine.nu/sat/tv111
民視,http://4gtv.mumi.rip:9877/3/4gtv-4gtv002/index.m3u8
民視,rtmp://220.130.201.73/sat/tv051
公視,https://www.youtube.com/watch?v=C6gYqSHLRw4
鏡新聞,https://www.youtube.com/watch?v=5n0y6b0Q25o
新唐人亞太台,https://www.youtube.com/watch?v=WIhgU_mc05A
彭博商業新聞,https://www.youtube.com/watch?v=iyOq8DhaMYw
公視台語台,https://www.youtube.com/watch?v=6KlRR_DGhmI
大愛一臺,https://www.youtube.com/watch?v=oV_i3Hsl_zg
大愛一臺,https://www.youtube.com/watch?v=MIqUplvSRWA
大愛二臺,https://www.youtube.com/watch?v=OKvWtVoDR8I
大愛二臺,https://www.youtube.com/watch?v=DTNkEm6jaqQ
東森財經,https://www.youtube.com/watch?v=WHEPzbFA3hw
非凡新聞台,rtmp://f13h.mine.nu/sat/tv581
非凡新聞台,https://www.youtube.com/watch?v=QlJJEwMYzEc
寰宇財經台,https://www.youtube.com/watch?v=WTRQiVWK1jY
台視新聞,https://www.youtube.com/watch?v=xL0ch83RAK8
中視新聞,https://www.youtube.com/watch?v=TCnaIE_SAtM
華視新聞,https://www.youtube.com/watch?v=wM0g8EoUZ_E
華視新聞,http://4gtv.mumi.rip:9877/6/4gtv-4gtv041/index.m3u8
民視新聞,https://www.youtube.com/watch?v=ylYJSBUgaMA
中天新聞,https://www.youtube.com/watch?v=oIgbl7t0S_w
東森新聞,https://www.youtube.com/watch?v=V1p33hqPrUk
TVBS 新聞,https://www.youtube.com/watch?v=m_dhMSvUCIc
TVBS 56,http://4gtv.mumi.rip:9877/183/4gtv-4gtv073/index.m3u8
TVBS 56,http://125.227.210.55:8188/VideoInput/play.ts
CCTV13,https://stream1.freetv.fun/3a63799dd08492a3543a3676a9029d110e51ad0ce3573faeb844f5dcd6b24767.m3u8
CCTV13,https://stream1.freetv.fun/154978085099ab21525f5ab7bafe7eaaf7b6232260ec01acc55cce445b1ee554.ctv
CCTV13,https://stream1.freetv.fun/5eff6ce6035c5ed07464e6c1a9482968c86bde95d5625615c4b87c15ef745dba.m3u8
寰宇新聞台,https://www.youtube.com/watch?v=6IquAgfvYmc
寰宇新聞台灣台,https://www.youtube.com/watch?v=w87VGpgd90U
CCTV4,https://www.youtube.com/watch?v=twhG7_jvA8g
鳳凰衛視資訊台,https://www.youtube.com/watch?v=HFib76ySpbU
三立新聞,https://www.youtube.com/watch?v=oZdzzvxTfUY
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8


大愛一臺,http://4gtv.mumi.rip:9877/209/4gtv-live007/index.m3u8
大愛二臺,http://4gtv.mumi.rip:9877/230/4gtv-live106/index.m3u8
大愛一臺,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二臺,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
華視新聞,http://4gtv.mumi.rip:9877/34/4gtv-4gtv052/index.m3u8
中視新聞,http://4gtv.mumi.rip:9877/33/4gtv-4gtv074/index.m3u8
鏡新聞,http://4gtv.mumi.rip:9877/268/4gtv-4gtv075/index.m3u8
東森新聞,http://4gtv.mumi.rip:9877/292/4gtv-4gtv152/index.m3u8
民視新聞,http://4gtv.mumi.rip:9877/31/litv-ftv13/index.m3u8
中天新聞,http://4gtv.mumi.rip:9877/30/4gtv-4gtv009/index.m3u8
寰宇新聞台,http://4gtv.mumi.rip:9877/36/litv-longturn14/index.m3u8
寰宇新聞台灣台,http://4gtv.mumi.rip:9877/280/litv-longturn15/index.m3u8
TVBS 新聞,http://4gtv.mumi.rip:9877/291/4gtv-4gtv072/index.m3u8
三立新聞,http://4gtv.mumi.rip:9877/229/4gtv-live089/index.m3u8
新唐人亞太台,http://4gtv.mumi.rip:9877/223/4gtv-live050/index.m3u8
東森財經,http://4gtv.mumi.rip:9877/293/4gtv-4gtv153/index.m3u8
寰宇財經台,http://4gtv.mumi.rip:9877/281/litv-longturn23/index.m3u8


綜藝,#genre#
TVBS歡樂台,http://4gtv.mumi.rip:9877/184/4gtv-4gtv068/index.m3u8
TVBS綜藝台,http://4gtv.mumi.rip:9877/284/4gtv-live087/index.m3u8
八大綜合台,http://61.221.215.25:8800/hls/56/index.m3u8
八大綜藝台,http://4gtv.mumi.rip:9877/114/4gtv-4gtv039/index.m3u8
三立台灣台,http://125.227.210.55:8160/VideoInput/play.ts
三立綜合台,http://4gtv.mumi.rip:9877/169/4gtv-live207/index.m3u8
民視綜藝台,http://4gtv.mumi.rip:9877/16/4gtv-4gtv004/index.m3u8
靖天國際台,http://4gtv.mumi.rip:9877/84/4gtv-4gtv063/index.m3u8
靖天歡樂台,http://4gtv.mumi.rip:9877/119/4gtv-4gtv054/index.m3u8
MIT台灣誌,https://www.youtube.com/watch?v=4baQyOfRRTE
大陸尋奇,https://www.youtube.com/watch?v=h0mUy0edJK0
豬哥會社,https://www.youtube.com/watch?v=0aBJU1mFpsk
豬哥會社,http://4gtv.mumi.rip:9877/113/4gtv-4gtv006/index.m3u8
天王豬哥秀,https://www.youtube.com/watch?v=IsFtLpSuf_g
萬秀豬王,https://www.youtube.com/watch?v=ADDSmXoPDY8
TVBS歡樂台,http://125.227.210.55:8187/VideoInput/play.ts
靖天日本台,http://4gtv.mumi.rip:9877/22/4gtv-4gtv047/index.m3u8
緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來精彩,http://61.221.215.25:8800/hls/48/index.m3u8
愛爾達生活旅遊台,http://4gtv.mumi.rip:9877/237/4gtv-live120/index.m3u8
視納華仁紀實頻道,http://4gtv.mumi.rip:9877/38/4gtv-4gtv013/index.m3u8
TV5MONDE STYLE HD 生活時尚,http://4gtv.mumi.rip:9877/178/4gtv-live122/index.m3u8
愛爾達娛樂台,http://4gtv.mumi.rip:9877/19/4gtv-4gtv070/index.m3u8
MOMO綜合,rtmp://f13h.mine.nu/sat/tv761
中天綜合台,https://www.youtube.com/watch?v=MJFaJER4Qxo
飢餓遊戲,https://www.youtube.com/watch?v=A98LJq71BZg
天才衝衝衝,https://www.youtube.com/watch?v=F77-i0pnTt0
沒完沒了,https://www.youtube.com/watch?v=HGzIAC5pWr4
日本 NHK,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx06
靖天育樂台,http://4gtv.mumi.rip:9877/83/4gtv-4gtv062/index.m3u8
靖天資訊台,http://4gtv.mumi.rip:9877/88/4gtv-4gtv065/index.m3u8
民視旅遊台,http://4gtv.mumi.rip:9877/61/litv-ftv07/index.m3u8
亞洲旅遊台,http://4gtv.mumi.rip:9877/250/litv-longturn17/index.m3u8
滾動力rollor,http://4gtv.mumi.rip:9877/249/4gtv-live012/index.m3u8
Lifetime 娛樂頻道,http://4gtv.mumi.rip:9877/217/4gtv-live029/index.m3u8
幸福空間居家台,http://4gtv.mumi.rip:9877/168/4gtv-live206/index.m3u8


電影,#genre#
GPTV電影台,https://www.youtube.com/watch?v=-tbz9-e0n_o
HBOHD,http://125.227.210.55:8153/VideoInput/play.ts
AMC,http://61.221.215.25:8800/hls/43/index.m3u8
CINEMAX,http://125.227.210.55:8151/VideoInput/play.ts
靖天映畫台,http://4gtv.mumi.rip:9877/42/4gtv-4gtv055/index.m3u8
AMC,http://4gtv.mumi.rip:9877/39/4gtv-4gtv017/index.m3u8
ROCK Action電影台,http://4gtv.mumi.rip:9877/180/4gtv-live138/index.m3u8
采昌影劇台,http://4gtv.mumi.rip:9877/25/4gtv-4gtv049/index.m3u8
靖天電影台,http://4gtv.mumi.rip:9877/82/4gtv-4gtv061/index.m3u8
龍華電影台,http://4gtv.mumi.rip:9877/121/litv-longturn03/index.m3u8
影迷數位紀實台,http://4gtv.mumi.rip:9877/212/4gtv-live023/index.m3u8
影迷數位電影台,http://4gtv.mumi.rip:9877/40/4gtv-4gtv011/index.m3u8
CinemaWorld電影,http://4gtv.mumi.rip:9877/225/4gtv-live069/index.m3u8
經典電影台,http://4gtv.mumi.rip:9877/201/4gtv-live021/index.m3u8
電影免費看 2台,http://4gtv.mumi.rip:9877/245/4gtv-live005/index.m3u8
我的歐洲電影,http://4gtv.mumi.rip:9877/176/4gtv-live157/index.m3u8


體育,#genre#

博斯網球台,http://4gtv.mumi.rip:9877/52/litv-longturn09/index.m3u8
博斯魅力台,http://4gtv.mumi.rip:9877/300/litv-longturn04/index.m3u8
博斯運動一台,http://4gtv.mumi.rip:9877/50/litv-longturn07/index.m3u8
博斯運動二台,http://4gtv.mumi.rip:9877/299/litv-longturn08/index.m3u8
博斯無限台,http://4gtv.mumi.rip:9877/51/litv-longturn10/index.m3u8
博斯高球台,http://4gtv.mumi.rip:9877/48/litv-longturn05/index.m3u8
博斯高球二台,http://4gtv.mumi.rip:9877/298/litv-longturn06/index.m3u8
時尚運動X,http://4gtv.mumi.rip:9877/69/4gtv-4gtv014/index.m3u8
車迷TV,http://4gtv.mumi.rip:9877/160/4gtv-live201/index.m3u8
TRACE Sport Stars,http://4gtv.mumi.rip:9877/57/4gtv-4gtv077/index.m3u8
緯來體育台,http://125.227.210.55:8155/VideoInput/play.ts
緯來體育台,rtmp://f13h.mine.nu/sat/tv721
Impact! Wrestling 摔角,https://d2p372oxiwmcn1.cloudfront.net/hls/1080p/playlist.m3u8


探索,#genre#
Love Nrture,https://d18dyiwu97wm6q.cloudfront.net/playlist720p.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
探索亞洲,http://125.227.210.55:8154/VideoInput/play.ts
Global Trekker探索世界,http://4gtv.mumi.rip:9877/252/4gtv-live112/index.m3u8
Smart知識台,http://4gtv.mumi.rip:9877/297/litv-longturn19/index.m3u8
達文西頻道,http://4gtv.mumi.rip:9877/11/4gtv-4gtv018/index.m3u8
Love Nature,http://4gtv.mumi.rip:9877/139/4gtv-live208/index.m3u8
LUXE TV 奢華頻道,http://4gtv.mumi.rip:9877/175/4gtv-live121/index.m3u8
Globetrotter 環遊旅行家,http://4gtv.mumi.rip:9877/288/4gtv-4gtv016/index.m3u8
History 歷史頻道,http://4gtv.mumi.rip:9877/214/4gtv-live026/index.m3u8
TechStorm科技趨勢,http://4gtv.mumi.rip:9877/181/4gtv-live109/index.m3u8


幼幼、卡通,#genre#
我們這一家,https://www.youtube.com/watch?v=UK81GCw1KE8
蠟筆小新,https://www.youtube.com/watch?v=_jP5o1W3eW0
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
CN卡通,https://stream1.freetv.fun/dc12110f04c56c92bb85c7d092ae8f56bd4191d8bcb0d205575d3135985a0b41.ctv
中華一番,https://www.youtube.com/watch?v=2FJcu6qsM2k
YOYO TV,https://www.youtube.com/user/yoyotvebc/live
i-Fun動漫台,http://4gtv.mumi.rip:9877/60/litv-ftv15/index.m3u8
經典卡通台,http://4gtv.mumi.rip:9877/202/4gtv-live022/index.m3u8
靖天卡通台,http://4gtv.mumi.rip:9877/15/4gtv-4gtv044/index.m3u8
龍華卡通台,http://4gtv.mumi.rip:9877/295/litv-longturn01/index.m3u8
Nick Jr. 兒童頻道,http://4gtv.mumi.rip:9877/219/4gtv-live032/index.m3u8
靖洋卡通Nice Bingo,http://4gtv.mumi.rip:9877/59/4gtv-4gtv057/index.m3u8
精選動漫台,http://4gtv.mumi.rip:9877/204/4gtv-live024/index.m3u8
超人力霸王整套看,http://4gtv.mumi.rip:9877/278/4gtv-live015/index.m3u8
DreamWorks 夢工廠動畫,http://4gtv.mumi.rip:9877/282/4gtv-live017/index.m3u8
尼克兒童頻道,http://4gtv.mumi.rip:9877/185/4gtv-live105/index.m3u8
兒童卡通台,http://4gtv.mumi.rip:9877/269/4gtv-live009/index.m3u8
﻿大陆央视,#genre#
CCTV-1 综合,https://api.btbt.im/live?id=cctv1
CCTV-2 财经,https://api.btbt.im/live?id=cctv2
CCTV-3 综艺,https://api.btbt.im/live?id=cctv3
CCTV-4 中文国际,https://api.btbt.im/live?id=cctv4
CCTV-5 体育,https://api.btbt.im/live?id=cctv5
CCTV-5+ 体育赛事,https://api.btbt.im/live?id=cctv5plus
CCTV-6 电影,https://api.btbt.im/live?id=cctv6
CCTV-7 国防军事,https://api.btbt.im/live?id=cctv7
CCTV-8 电视剧,https://api.btbt.im/live?id=cctv8
CCTV-9 纪录,https://api.btbt.im/live?id=cctv9
CCTV-10 科教,https://api.btbt.im/live?id=cctv10
CCTV-11 戏曲,https://api.btbt.im/live?id=cctv11
CCTV-12 社会与法,https://api.btbt.im/live?id=cctv12
CCTV-13 新闻,https://api.btbt.im/live?id=cctv13
CCTV-14 少儿,https://api.btbt.im/live?id=cctv14
CCTV-15 音乐,https://api.btbt.im/live?id=cctv15
CCTV-16 奥林匹克,https://api.btbt.im/live?id=cctv16
CCTV-17 农业农村,https://api.btbt.im/live?id=cctv17
CHC家庭影院,https://api.btbt.im/live?id=chc-jtyy
CHC动作电影,https://api.btbt.im/live?id=chc-dzdy
CHC高清电影,https://api.btbt.im/live?id=chc-gqdy
重温经典,https://api.btbt.im/live?id=cwjd
新播放方案测试组,#genre#
CCTV1测试,https://api.btbt.im/live?id=testcctv1
CCTV2测试,https://api.btbt.im/live?id=testcctv2
CCTV3测试,https://api.btbt.im/live?id=testcctv3
CCTV4测试,https://api.btbt.im/live?id=testcctv4
CCTV5测试,https://api.btbt.im/live?id=testcctv5
Astro AEC测试,https://api.btbt.im/live?id=testaec
Astro QJ测试,https://api.btbt.im/live?id=testqj
Channel 5 测试,https://api.btbt.im/live?id=testchannel5
Channel 8 测试,https://api.btbt.im/live?id=testchannel8
SPOTV 测试,https://api.btbt.im/live?id=testsportv
SPOTV 2 测试,https://api.btbt.im/live?id=testspotv2
大湾区卫视,https://api.btbt.im/live?id=testdwqws
大陆卫视,#genre#
湖南卫视,https://api.btbt.im/live?id=hunan
浙江卫视,https://api.btbt.im/live?id=zhejiang
东方卫视,https://api.btbt.im/live?id=dongfang
江苏卫视,https://api.btbt.im/live?id=jiangsu
北京卫视,https://api.btbt.im/live?id=beijing
深圳卫视,https://api.btbt.im/live?id=shenzhen
广东卫视,https://api.btbt.im/live?id=guangdong
大湾区卫视,https://api.btbt.im/live?id=gdwqws
重庆卫视,https://api.btbt.im/live?id=chongqing
东南卫视,https://api.btbt.im/live?id=dongnan
广西卫视,https://api.btbt.im/live?id=guangxi
贵州卫视,https://api.btbt.im/live?id=guizhou
海南卫视,https://api.btbt.im/live?id=hainan
河北卫视,https://api.btbt.im/live?id=hebei
黑龙江卫视,https://api.btbt.im/live?id=heilongjiang
湖北卫视,https://api.btbt.im/live?id=hubei
江西卫视,https://api.btbt.im/live?id=jiangxi
吉林卫视,https://api.btbt.im/live?id=jilin
辽宁卫视,https://api.btbt.im/live?id=liaoning
内蒙古卫视,https://api.btbt.im/live?id=neimenggu
宁夏卫视,https://api.btbt.im/live?id=ningxia
陕西卫视,https://api.btbt.im/live?id=shaanxi
山东卫视,https://api.btbt.im/live?id=shandong
山西卫视,https://api.btbt.im/live?id=shanxi
四川卫视,https://api.btbt.im/live?id=sichuan
天津卫视,https://api.btbt.im/live?id=tianjin
厦门卫视,https://api.btbt.im/live?id=xiamen
新疆卫视,https://api.btbt.im/live?id=xinjiang
西藏卫视,https://api.btbt.im/live?id=xizang
云南卫视,https://api.btbt.im/live?id=yunnan
安徽卫视,https://api.btbt.im/live?id=anhui
河南卫视,https://api.btbt.im/live?id=henan
青海卫视,https://api.btbt.im/live?id=qinghai
甘肃卫视,https://api.btbt.im/live?id=gansu
港澳频道,#genre#
TVB 翡翠台,https://api.btbt.im/live?id=feicui
TVB 无线新闻台,https://api.btbt.im/live?id=tvb-news
TVB PLUS,https://api.btbt.im/live?id=tvb-plus
TVB 黄金翡翠台,https://api.btbt.im/live?id=golden-jade
TVB 黄金华剧台,https://api.btbt.im/live?id=golden-chinese-drama
TVB 千禧经典台,https://api.btbt.im/live?id=tvb-classic
TVB 粤语片台,https://api.btbt.im/live?id=tvb-yueyu
TVB 星河台,https://api.btbt.im/live?id=tvb-xinghe
TVB 亚洲剧台,https://api.btbt.im/live?id=tvb-asia-drama
TVB 娱乐新闻台,https://api.btbt.im/live?id=TVB ylxw
J2,https://api.btbt.im/live?id=j2
TVB 明珠台,https://api.btbt.im/live?id=pearl
TVB 华语剧台,https://api.btbt.im/live?id=tvb-drama
凤凰卫视 资讯台,https://api.btbt.im/live?id=phtv-info
凤凰卫视 中文台,https://api.btbt.im/live?id=phtv-cn
凤凰卫视 香港台,https://api.btbt.im/live?id=phtv-hk
HOY 资讯台,https://api.btbt.im/live?id=hoy-info
HOY TV,https://api.btbt.im/live?id=hoytv
HOY国际财经,https://api.btbt.im/live?id=hoy-ibc
ViuTV,https://api.btbt.im/live?id=viutv
ViuTV6,https://api.btbt.im/live?id=viutv6
天映频道,https://api.btbt.im/live?id=celestial
天映经典,https://api.btbt.im/live?id=cccm
Thrill,https://api.btbt.im/live?id=thrill
星空卫视,https://api.btbt.im/live?id=star-xing-kong
香港卫视,https://api.btbt.im/live?id=hks
澳亚卫视,https://api.btbt.im/live?id=mastv
澳门卫视,https://api.btbt.im/live?id=mstv
澳门莲花卫视,https://api.btbt.im/live?id=lotustv
澳门资讯,https://api.btbt.im/live?id=tdm-information
澳视澳门,https://api.btbt.im/live?id=tdm
HKC 18台,https://api.btbt.im/live?id=hkc18
港台电视 31,https://api.btbt.im/live?id=rthk31
港台电视 32,https://api.btbt.im/live?id=rthk32
香港Now系列,#genre#
Now Sports 618 欧洲杯,https://api.btbt.im/live?id=now-sports-618
Now Sports 619 欧洲杯,https://api.btbt.im/live?id=now-sports-619
Now Lucky 688 欧洲杯,https://api.btbt.im/live?id=now-lucky-688
Now 财经台,https://api.btbt.im/live?id=now-finance
Now 爆谷台,https://api.btbt.im/live?id=baogu-movies
Now 星影台,https://api.btbt.im/live?id=now-baogu-superstars
Now 新闻台,https://api.btbt.im/live?id=now-news
Now 直播台,https://api.btbt.im/live?id=now-direct
Now报价台,https://api.btbt.im/live?id=now-data
Now jelli紫金国际台,https://api.btbt.im/live?id=now-jelli
Now华剧台,https://api.btbt.im/live?id=now-chinese-drama
HBO Now115,https://api.btbt.im/live?id=Now-HBO
Now HBO Hits,https://api.btbt.im/live?id=now-hbo-hits
Now HBO Family,https://api.btbt.im/live?id=now-hbof-amily
Now HBO Signature,https://api.btbt.im/live?id=now-hbo-signature
MovieMovie,https://api.btbt.im/live?id=moviemovie
NowViu剧集台,https://api.btbt.im/live?id=now-viu-drama
Now Sports 641,https://api.btbt.im/live?id=now-sports641
Now NBA,https://api.btbt.im/live?id=now-nba
Now Sports精选,https://api.btbt.im/live?id=now-sports-prime
Now Sports 1,https://api.btbt.im/live?id=now-sports-1
Now Sports 2,https://api.btbt.im/live?id=now-sports-2
Now Sports 3,https://api.btbt.im/live?id=now-sports-3
Now Sports 4,https://api.btbt.im/live?id=now-sports-4
Now Sports 5,https://api.btbt.im/live?id=now-sports-5
Now Sports 6,https://api.btbt.im/live?id=now-sports-6
Now Sports 7,https://api.btbt.im/live?id=now-sports-7
Now Sports Plus,https://api.btbt.im/live?id=now-sports-plus
Now Sports 英超1,https://api.btbt.im/live?id=now-sports-premier-league1
Now beIN SPORTS 1,https://api.btbt.im/live?id=now-bein-sports1
Now beIN SPORTS 2,https://api.btbt.im/live?id=now-bein-sports2
Now beIN SPORTS 3,https://api.btbt.im/live?id=now-bein-sports3
Now 668,https://api.btbt.im/live?id=now-668
Now Golf 2,https://api.btbt.im/live?id=now-golf2
Now Golf 3,https://api.btbt.im/live?id=now-golf3
台湾综合,#genre#
民视,https://api.btbt.im/live?id=ftv
民视台湾台,https://api.btbt.im/live?id=ftv-tw
民视第一台,https://api.btbt.im/live?id=ftv-one
纬来日本,https://api.btbt.im/live?id=videoland-japan
纬来综合,https://api.btbt.im/live?id=videoland
八大综合,https://api.btbt.im/live?id=gtv28
八大第一,https://api.btbt.im/live?id=gtv27
TVBS 精采台,https://api.btbt.im/live?id=tvbs-jc
TVBS 欢乐台,https://api.btbt.im/live?id=tvbs-huanle
TVBS Asia,https://api.btbt.im/live?id=tvbs-asia
三立台湾台,https://api.btbt.im/live?id=settv-taiwan
三立综合台,https://api.btbt.im/live?id=settv-zonghe
台视,https://api.btbt.im/live?id=ttv
东森超视,https://api.btbt.im/live?id=ebc-super
东森综合台,https://api.btbt.im/live?id=ebc-ettv
中视,https://api.btbt.im/live?id=ctv
中视菁采台,https://api.btbt.im/live?id=bravo
中天亚洲,https://api.btbt.im/live?id=cti-asia
中天综合,https://api.btbt.im/live?id=ctitv36
华视,https://api.btbt.im/live?id=cts
LiveABC 互动英语频道,https://api.btbt.im/live?id=liveabc
好消息,https://api.btbt.im/live?id=goodtv
KLT-靖天国际台,https://api.btbt.im/live?id=jtgj
ELTA综合台,https://api.btbt.im/live?id=elta-zonghe
公视,https://api.btbt.im/live?id=pts
公视3台,https://api.btbt.im/live?id=pts-3
公视台语台,https://api.btbt.im/live?id=pts-ty
靖天综合台,https://api.btbt.im/live?id=jtzh
靖天日本台,https://api.btbt.im/live?id=jtrb
客家电视台,https://api.btbt.im/live?id=hakkatv
大爱一台,https://api.btbt.im/live?id=daai1
大爱二台,https://api.btbt.im/live?id=daai2
ARIRANG 阿里郎频道,https://api.btbt.im/live?id=arirang
台湾新闻财经,#genre#
中天新闻,https://api.btbt.im/live?id=cti-news
TVBS 新闻台,https://api.btbt.im/live?id=tvbs-news
TVBS HD,https://api.btbt.im/live?id=tvbs-hd
东森新闻,https://api.btbt.im/live?id=ebc-news
东森财经新闻,https://api.btbt.im/live?id=ebc-finance
寰宇新闻台,https://api.btbt.im/live?id=global-news
寰宇财经台,https://api.btbt.im/live?id=global-finance
寰宇新闻台湾台,https://api.btbt.im/live?id=global-news-tw
壹新闻 HD,https://api.btbt.im/live?id=nexttv
三立新闻,https://api.btbt.im/live?id=settv-news
三立iNews,https://api.btbt.im/live?id=settv-inews
中视新闻,https://api.btbt.im/live?id=ctv-news
非凡新闻,https://api.btbt.im/live?id=unique-business-news
年代新闻,https://api.btbt.im/live?id=era-news
民视新闻台,https://api.btbt.im/live?id=ftv-news
台视新闻,https://api.btbt.im/live?id=ttv-news
镜电视新闻台,https://api.btbt.im/live?id=mnews
华视新闻,https://api.btbt.im/live?id=cts-news
半岛国际新闻台,https://api.btbt.im/live?id=aljazeera
SBN 全球财经台,https://api.btbt.im/live?id=sbn
靖天资讯台,https://api.btbt.im/live?id=jtzx
台湾影音娱乐,#genre#
纬来电影台,https://api.btbt.im/live?id=videoland-movie
纬来戏剧,https://api.btbt.im/live?id=videoland-drama
TVBS综艺台,https://api.btbt.im/live?id=tvbs-zongyi
TVBS台剧台,https://api.btbt.im/live?id=tvbs-taiju
龙祥电影台,https://api.btbt.im/live?id=lstime
龙华电影台,https://api.btbt.im/live?id=ltv-movies
龙华戏剧台,https://api.btbt.im/live?id=ltv-xiju
龙华日韩台,https://api.btbt.im/live?id=ltv-rihan
东森电影,https://api.btbt.im/live?id=ebc-movie
东森戏剧,https://api.btbt.im/live?id=ebc-drama
东森洋片,https://api.btbt.im/live?id=ebc-emovie
八大精彩台,https://api.btbt.im/live?id=gtv-jct
八大戏剧,https://api.btbt.im/live?id=gtv-41
八大娱乐,https://api.btbt.im/live?id=gtv-86
八大综艺,https://api.btbt.im/live?id=grt
采昌影剧台,https://api.btbt.im/live?id=caichang
美亚电影台,https://api.btbt.im/live?id=meiah-movies
猪哥亮歌厅秀,https://api.btbt.im/live?id=zglgtx
民视综艺,https://api.btbt.im/live?id=ftv-reality
民视影剧,https://api.btbt.im/live?id=ftv-drama
三立都会台,https://api.btbt.im/live?id=settv-city
三立戏剧台,https://api.btbt.im/live?id=settv-drama
中视经典台,https://api.btbt.im/live?id=ctv-classic
中天娱乐,https://api.btbt.im/live?id=cti-yule
靖洋戏剧台,https://api.btbt.im/live?id=jyxj
靖天映画,https://api.btbt.im/live?id=jtyh
靖天电影台,https://api.btbt.im/live?id=jtdy
靖天戏剧台,https://api.btbt.im/live?id=jtxjt
韩国娱乐台 KMTV,https://api.btbt.im/live?id=kmtv
公视戏剧,https://api.btbt.im/live?id=gsxj
影迷数位纪实台,https://api.btbt.im/live?id=ymswjst
影迷数字电影台,https://api.btbt.im/live?id=fans-cinema
视纳华仁纪实频道,https://api.btbt.im/live?id=cnex
MTV Live HD 频道,https://api.btbt.im/live?id=mtv
ELTA 娱乐台,https://api.btbt.im/live?id=elta-ylt
新马频道,#genre#
Channel 5,https://api.btbt.im/live?id=channel-5
Channel 8,https://api.btbt.im/live?id=channel8
Channel U,https://api.btbt.im/live?id=channel-u
8TV,https://api.btbt.im/live?id=8tv
TV9,https://api.btbt.im/live?id=tv9
CM+,https://api.btbt.im/live?id=cm-plus
E乐,https://api.btbt.im/live?id=singtel-tv
TV1,https://api.btbt.im/live?id=tv1-my
TV2,https://api.btbt.im/live?id=tv2-my
TV3,https://api.btbt.im/live?id=tv3-my
ChannelNewsAsia,https://api.btbt.im/live?id=channelnewsasia
OKEY,https://api.btbt.im/live?id=okey
TVB Magic,https://api.btbt.im/live?id=tvb-magic
tvN Movies,https://api.btbt.im/live?id=tvn-movies
AXN,https://api.btbt.im/live?id=axn
TV Alhijrah,https://api.btbt.im/live?id=tv-alhijrah
ColorsHindi,https://api.btbt.im/live?id=colorshindi
TVS,https://api.btbt.im/live?id=tvs
tvN,https://api.btbt.im/live?id=tvn
BeritaRTM,https://api.btbt.im/live?id=beritartm
SukanRTM,https://api.btbt.im/live?id=sukanrtm
HITSMovies,https://api.btbt.im/live?id=hitsmovies
ShowCase,https://api.btbt.im/live?id=showcase
BBCEarth,https://api.btbt.im/live?id=bbcearth
